customer_id,email,country_code,age,revenue_eur
58,user58@example.com,XX,-1,-50.0
59,user59@example.com,AT,74,-50.0
60,user60@example.com,XX,999,1752.31
61,user61@example.com,CH,999,1499.76
62,user62@example.com,XX,-1,-50.0
63,user63@example.com,XX,999,767.27
64,user64@example.com,XX,999,192.03
65,user65@example.com,XX,49,1096.28
66,invalid_mail,XX,999,-50.0
67,user67@example.com,AT,46,1512.4
68,user68@example.com,DE,999,-50.0
69,user69@example.com,CH,25,1720.65
70,user70@example.com,CH,20,-50.0
71,user71@example.com,CH,78,1505.1
72,user72@example.com,DE,999,-50.0
73,user73@example.com,XX,999,62.54
74,user74@example.com,CH,32,36.41
75,user75@example.com,CH,999,1858.79
76,user76@example.com,AT,42,1155.54
77,user77@example.com,CH,999,-50.0
78,user78@example.com,AT,999,83.86
79,user79@example.com,XX,-1,-50.0
80,user80@example.com,DE,-1,1827.95
81,user81@example.com,CH,50,-50.0
82,invalid_mail,XX,999,146.31
83,user83@example.com,AT,999,1411.27
84,user84@example.com,CH,73,880.81
85,user85@example.com,DE,20,762.86
86,user86@example.com,DE,-1,-50.0
87,invalid_mail,CH,77,130.25
88,user88@example.com,XX,-1,-50.0
89,invalid_mail,AT,999,438.29
90,user90@example.com,DE,999,1307.26
91,user91@example.com,CH,-1,-50.0
92,user92@example.com,DE,999,-50.0
93,invalid_mail,XX,-1,1057.54
94,user94@example.com,AT,999,1274.91
95,user95@example.com,AT,999,1791.74
96,user96@example.com,XX,32,-50.0
97,user97@example.com,AT,999,1269.41
98,user98@example.com,DE,999,-50.0
99,user99@example.com,AT,-1,-50.0
100,user100@example.com,XX,-1,1491.17
101,user101@example.com,CH,49,1106.06
102,invalid_mail,AT,999,-50.0
103,user103@example.com,CH,999,1049.79
104,user104@example.com,CH,-1,456.45
105,user105@example.com,DE,999,-50.0
106,user106@example.com,CH,-1,322.32
107,user107@example.com,CH,-1,-50.0
108,user108@example.com,CH,999,956.08
109,user109@example.com,AT,999,-50.0
110,user110@example.com,CH,80,-50.0
111,user111@example.com,XX,73,1630.59
112,user112@example.com,AT,999,995.97
113,user113@example.com,AT,999,-50.0
114,user114@example.com,AT,999,-50.0
115,user115@example.com,AT,37,-50.0
116,user116@example.com,XX,-1,1713.88
117,user117@example.com,DE,999,1104.0
118,user118@example.com,XX,46,-50.0
119,user119@example.com,DE,999,151.22
120,user120@example.com,DE,52,102.34
121,user121@example.com,DE,999,937.46
122,user122@example.com,AT,-1,1795.4
123,user123@example.com,AT,999,1373.95
124,user124@example.com,CH,999,-50.0
125,user125@example.com,XX,-1,1997.15
126,user126@example.com,XX,31,1846.97
127,invalid_mail,CH,999,1029.65
128,invalid_mail,AT,65,1732.38
129,user129@example.com,AT,999,597.59
130,user130@example.com,CH,999,1174.25
131,user131@example.com,AT,26,-50.0
132,user132@example.com,DE,-1,-50.0
133,user133@example.com,DE,55,-50.0
134,user134@example.com,DE,27,-50.0
135,user135@example.com,XX,-1,-50.0
136,user136@example.com,XX,999,1579.35
137,user137@example.com,AT,999,1539.96
138,user138@example.com,CH,-1,260.26
139,user139@example.com,XX,-1,1824.73
140,user140@example.com,XX,999,667.4
141,user141@example.com,XX,-1,731.1
142,user142@example.com,AT,-1,1907.25
143,user143@example.com,AT,999,1810.91
144,user144@example.com,AT,-1,1668.8
145,user145@example.com,DE,66,-50.0
146,user146@example.com,DE,999,760.91
147,user147@example.com,CH,999,535.87
148,user148@example.com,AT,57,-50.0
149,user149@example.com,DE,-1,1400.99
150,user150@example.com,AT,999,73.01
151,user151@example.com,CH,76,1897.57
152,user152@example.com,AT,-1,-50.0
153,user153@example.com,CH,999,-50.0
154,user154@example.com,AT,-1,1821.12
155,user155@example.com,DE,-1,1539.58
156,user156@example.com,CH,999,-50.0
157,user157@example.com,AT,999,760.64
158,user158@example.com,AT,-1,636.67
159,user159@example.com,DE,34,-50.0
160,user160@example.com,DE,-1,-50.0
161,user161@example.com,DE,999,-50.0
162,user162@example.com,DE,-1,1139.04
163,user163@example.com,XX,-1,-50.0
164,user164@example.com,XX,-1,129.44
165,user165@example.com,DE,-1,-50.0
166,user166@example.com,CH,999,-50.0
167,user167@example.com,DE,999,-50.0
168,user168@example.com,XX,999,-50.0
169,user169@example.com,XX,51,-50.0
170,user170@example.com,AT,999,-50.0
171,user171@example.com,XX,999,-50.0
172,user172@example.com,CH,-1,-50.0
173,user173@example.com,DE,22,-50.0
174,user174@example.com,XX,50,1015.36
174,user175@example.com,CH,61,1960.52
176,user176@example.com,DE,-1,-50.0
177,user177@example.com,CH,78,744.44
178,user178@example.com,DE,73,711.53
179,user179@example.com,CH,-1,1380.83
179,user180@example.com,XX,21,-50.0
181,user181@example.com,DE,999,-50.0
182,user182@example.com,AT,999,-50.0
183,user183@example.com,XX,-1,70.49
184,user184@example.com,DE,999,-50.0
185,user185@example.com,DE,-1,-50.0
186,user186@example.com,AT,25,-50.0
187,user187@example.com,CH,999,-50.0
188,user188@example.com,CH,999,-50.0
189,user189@example.com,DE,999,1587.55
190,user190@example.com,AT,-1,-50.0
191,user191@example.com,CH,76,-50.0
192,user192@example.com,AT,999,1958.84
193,user193@example.com,XX,77,831.18
194,invalid_mail,CH,38,-50.0
195,user195@example.com,CH,76,-50.0
196,invalid_mail,DE,999,-50.0
197,user197@example.com,DE,-1,-50.0
198,user198@example.com,DE,24,765.67
199,user199@example.com,DE,-1,-50.0
200,user200@example.com,DE,65,-50.0
201,user201@example.com,XX,70,1697.9
202,user202@example.com,XX,999,-50.0
203,user203@example.com,DE,75,1042.04
204,user204@example.com,XX,999,979.33
205,user205@example.com,XX,76,361.0
206,invalid_mail,XX,22,-50.0
207,user207@example.com,CH,999,-50.0
208,user208@example.com,AT,999,-50.0
209,user209@example.com,AT,-1,-50.0
210,user210@example.com,AT,999,-50.0
211,user211@example.com,DE,-1,1144.49
212,user212@example.com,CH,-1,739.03
213,user213@example.com,XX,-1,-50.0
214,user214@example.com,DE,30,-50.0
214,user215@example.com,AT,77,1763.11
216,user216@example.com,AT,999,396.63
217,user217@example.com,DE,-1,1758.05
218,user218@example.com,XX,999,305.54
219,user219@example.com,DE,999,-50.0
220,user220@example.com,CH,36,694.42
221,invalid_mail,AT,999,721.13
222,user222@example.com,DE,999,1817.3
223,invalid_mail,AT,999,258.21
224,user224@example.com,XX,62,1149.04
225,user225@example.com,AT,52,-50.0
226,user226@example.com,CH,999,1856.43
227,user227@example.com,DE,-1,-50.0
228,user228@example.com,CH,999,-50.0
229,user229@example.com,CH,999,-50.0
230,user230@example.com,XX,34,90.16
231,user231@example.com,CH,999,1616.65
232,user232@example.com,DE,-1,-50.0
233,user233@example.com,CH,-1,149.57
234,invalid_mail,DE,999,-50.0
235,user235@example.com,AT,999,1371.48
236,user236@example.com,CH,69,978.29
237,user237@example.com,XX,20,439.11
238,user238@example.com,XX,30,-50.0
239,user239@example.com,AT,22,158.41
240,user240@example.com,XX,-1,1435.07
241,user241@example.com,XX,-1,-50.0
242,user242@example.com,DE,-1,1839.18
243,user243@example.com,DE,51,-50.0
244,invalid_mail,DE,-1,-50.0
245,user245@example.com,XX,999,1638.06
246,user246@example.com,AT,77,826.76
247,user247@example.com,CH,20,-50.0
248,user248@example.com,AT,40,1522.55
249,user249@example.com,XX,-1,-50.0
250,user250@example.com,XX,999,-50.0
251,user251@example.com,XX,999,516.76
252,user252@example.com,AT,999,-50.0
253,user253@example.com,AT,-1,-50.0
254,invalid_mail,XX,-1,-50.0
255,user255@example.com,DE,56,1697.69
256,user256@example.com,XX,26,-50.0
257,user257@example.com,CH,63,851.53
258,user258@example.com,XX,79,1595.98
259,user259@example.com,DE,999,-50.0
260,user260@example.com,XX,999,347.0
261,user261@example.com,AT,-1,871.55
262,user262@example.com,XX,-1,733.03
263,user263@example.com,DE,34,515.5
264,user264@example.com,DE,999,471.46
265,user265@example.com,XX,-1,261.67
266,user266@example.com,DE,30,-50.0
267,user267@example.com,DE,64,-50.0
268,user268@example.com,DE,-1,-50.0
269,user269@example.com,DE,999,402.24
270,user270@example.com,XX,999,1145.3
271,user271@example.com,CH,47,-50.0
272,user272@example.com,CH,999,1034.08
273,user273@example.com,XX,-1,1376.13
274,user274@example.com,DE,72,-50.0
275,user275@example.com,XX,-1,1936.11
276,user276@example.com,XX,999,-50.0
277,user277@example.com,AT,999,1760.21
278,user278@example.com,CH,55,-50.0
279,user279@example.com,DE,-1,310.85
280,user280@example.com,XX,25,-50.0
281,user281@example.com,CH,-1,-50.0
282,user282@example.com,XX,66,-50.0
283,user283@example.com,XX,999,1836.07
284,user284@example.com,CH,-1,1166.58
285,user285@example.com,CH,-1,-50.0
286,user286@example.com,CH,999,-50.0
287,user287@example.com,DE,77,-50.0
287,user288@example.com,CH,999,1779.64
289,user289@example.com,AT,999,540.05
290,user290@example.com,DE,-1,371.21
291,invalid_mail,XX,999,190.06
292,user292@example.com,CH,999,560.51
293,user293@example.com,DE,-1,-50.0
294,user294@example.com,DE,-1,-50.0
295,user295@example.com,DE,-1,-50.0
296,user296@example.com,AT,-1,-50.0
297,user297@example.com,CH,999,-50.0
298,user298@example.com,CH,999,1496.29
299,user299@example.com,XX,999,-50.0
300,user300@example.com,XX,999,1838.61
301,user301@example.com,CH,-1,1128.73
302,invalid_mail,CH,-1,1972.43
303,user303@example.com,DE,67,514.52
304,invalid_mail,XX,-1,-50.0
305,invalid_mail,AT,999,-50.0
306,user306@example.com,CH,-1,1766.69
307,user307@example.com,XX,73,-50.0
308,user308@example.com,DE,-1,-50.0
309,user309@example.com,AT,64,-50.0
310,user310@example.com,XX,52,-50.0
311,user311@example.com,XX,39,-50.0
312,user312@example.com,CH,-1,-50.0
313,user313@example.com,CH,999,-50.0
314,user314@example.com,AT,-1,-50.0
315,user315@example.com,XX,38,-50.0
316,user316@example.com,XX,-1,111.83
317,user317@example.com,CH,-1,1989.01
318,user318@example.com,AT,-1,-50.0
319,user319@example.com,DE,-1,-50.0
320,user320@example.com,CH,23,825.98
321,user321@example.com,CH,999,1514.81
322,user322@example.com,DE,-1,1995.48
323,user323@example.com,DE,-1,-50.0
324,user324@example.com,AT,48,1311.17
325,user325@example.com,CH,70,1146.79
326,user326@example.com,CH,61,-50.0
327,user327@example.com,AT,999,1076.18
328,user328@example.com,DE,-1,-50.0
329,user329@example.com,CH,999,370.3
330,user330@example.com,CH,45,830.09
331,user331@example.com,XX,999,851.09
332,user332@example.com,DE,-1,1787.08
333,user333@example.com,CH,999,-50.0
334,user334@example.com,AT,40,894.91
335,user335@example.com,DE,-1,1260.45
336,user336@example.com,XX,54,11.12
337,user337@example.com,CH,999,1062.98
338,user338@example.com,AT,999,-50.0
339,user339@example.com,AT,999,453.79
340,user340@example.com,CH,-1,589.17
341,user341@example.com,CH,-1,-50.0
342,user342@example.com,CH,-1,1832.32
343,user343@example.com,AT,999,548.75
344,user344@example.com,DE,-1,-50.0
345,user345@example.com,CH,999,204.07
346,user346@example.com,XX,-1,-50.0
347,user347@example.com,AT,-1,1241.76
348,user348@example.com,XX,999,1746.5
349,user349@example.com,XX,999,1285.38
350,user350@example.com,AT,-1,-50.0
351,user351@example.com,AT,68,-50.0
352,user352@example.com,AT,54,1371.22
353,user353@example.com,CH,62,1273.38
354,user354@example.com,DE,999,-50.0
355,user355@example.com,AT,999,-50.0
356,invalid_mail,XX,-1,-50.0
357,user357@example.com,XX,-1,-50.0
358,user358@example.com,CH,999,1481.83
359,user359@example.com,AT,35,1491.92
360,user360@example.com,AT,77,1326.0
361,user361@example.com,CH,-1,-50.0
362,user362@example.com,XX,-1,874.42
363,user363@example.com,DE,66,-50.0
364,user364@example.com,CH,999,-50.0
365,user365@example.com,CH,-1,-50.0
366,user366@example.com,XX,-1,1621.27
367,user367@example.com,XX,999,1871.76
368,user368@example.com,XX,999,143.97
369,user369@example.com,AT,999,-50.0
370,invalid_mail,DE,999,-50.0
371,user371@example.com,AT,-1,-50.0
372,user372@example.com,AT,34,-50.0
373,user373@example.com,DE,999,-50.0
374,user374@example.com,AT,30,-50.0
375,user375@example.com,CH,999,-50.0
376,user376@example.com,CH,999,-50.0
377,user377@example.com,CH,999,1556.59
378,user378@example.com,DE,999,-50.0
379,user379@example.com,CH,29,15.41
380,user380@example.com,CH,39,392.33
381,user381@example.com,XX,78,-50.0
382,user382@example.com,CH,999,-50.0
383,user383@example.com,AT,49,322.8
384,user384@example.com,XX,999,1097.84
385,user385@example.com,DE,-1,1456.32
386,user386@example.com,XX,999,1929.75
387,user387@example.com,XX,999,-50.0
388,user388@example.com,AT,-1,289.25
389,user389@example.com,DE,-1,334.59
390,user390@example.com,XX,-1,380.75
391,user391@example.com,AT,-1,-50.0
392,user392@example.com,DE,-1,1813.62
393,user393@example.com,XX,36,-50.0
394,user394@example.com,CH,58,-50.0
395,user395@example.com,CH,-1,-50.0
396,invalid_mail,AT,21,1486.15
397,user397@example.com,DE,-1,-50.0
398,user398@example.com,CH,999,-50.0
399,user399@example.com,AT,999,786.28
400,user400@example.com,CH,72,-50.0
401,user401@example.com,DE,999,1079.66
402,user402@example.com,XX,63,-50.0
403,user403@example.com,XX,-1,-50.0
404,user404@example.com,CH,999,659.87
405,user405@example.com,DE,999,94.78
406,user406@example.com,DE,999,-50.0
406,user407@example.com,XX,-1,1940.1
408,user408@example.com,AT,-1,-50.0
409,user409@example.com,XX,22,-50.0
409,user410@example.com,AT,77,-50.0
411,user411@example.com,AT,54,1448.86
411,user412@example.com,CH,79,-50.0
413,user413@example.com,AT,71,-50.0
414,user414@example.com,AT,39,1440.92
414,user415@example.com,DE,-1,1998.79
416,user416@example.com,DE,999,1650.4
416,user417@example.com,XX,-1,-50.0
417,invalid_mail,DE,999,-50.0
419,user419@example.com,CH,72,-50.0
420,user420@example.com,DE,-1,-50.0
421,user421@example.com,AT,35,-50.0
422,user422@example.com,DE,-1,-50.0
423,user423@example.com,XX,-1,-50.0
424,user424@example.com,DE,999,440.87
425,user425@example.com,XX,-1,918.15
426,invalid_mail,AT,29,420.46
427,user427@example.com,AT,-1,-50.0
428,user428@example.com,AT,-1,807.11
429,user429@example.com,DE,-1,1711.48
430,user430@example.com,DE,59,911.72
431,user431@example.com,DE,999,-50.0
432,invalid_mail,XX,34,-50.0
433,user433@example.com,DE,64,1085.08
434,user434@example.com,XX,40,479.2
435,user435@example.com,AT,-1,538.65
436,user436@example.com,XX,999,846.82
437,user437@example.com,XX,999,136.5
438,user438@example.com,CH,999,-50.0
439,user439@example.com,XX,999,-50.0
440,user440@example.com,CH,-1,-50.0
441,invalid_mail,AT,31,1957.11
442,user442@example.com,CH,999,1848.92
443,user443@example.com,CH,-1,1471.88
444,user444@example.com,XX,999,-50.0
445,user445@example.com,AT,999,1716.37
446,user446@example.com,CH,999,-50.0
447,user447@example.com,DE,21,136.51
448,user448@example.com,CH,-1,-50.0
449,user449@example.com,CH,999,-50.0
450,user450@example.com,XX,999,-50.0
451,user451@example.com,XX,-1,-50.0
452,user452@example.com,AT,38,-50.0
453,user453@example.com,AT,-1,1128.73
454,user454@example.com,DE,999,581.24
455,user455@example.com,AT,-1,343.73
456,user456@example.com,CH,61,-50.0
457,user457@example.com,AT,-1,114.08
457,user458@example.com,AT,75,-50.0
459,user459@example.com,AT,38,-50.0
460,user460@example.com,XX,-1,-50.0
461,user461@example.com,XX,999,393.56
462,user462@example.com,DE,999,-50.0
463,user463@example.com,DE,-1,-50.0
464,user464@example.com,XX,-1,-50.0
465,user465@example.com,XX,999,-50.0
466,user466@example.com,AT,999,1412.69
467,user467@example.com,CH,67,-50.0
468,user468@example.com,DE,-1,753.89
469,user469@example.com,AT,999,1630.43
470,user470@example.com,CH,-1,1109.46
471,user471@example.com,CH,999,-50.0
472,user472@example.com,CH,999,-50.0
473,invalid_mail,DE,-1,-50.0
474,user474@example.com,DE,-1,1206.61
475,user475@example.com,XX,999,1291.83
476,user476@example.com,CH,71,1166.97
477,invalid_mail,DE,999,-50.0
478,user478@example.com,XX,999,-50.0
479,user479@example.com,AT,-1,-50.0
480,user480@example.com,AT,-1,-50.0
481,user481@example.com,AT,19,1171.98
482,user482@example.com,CH,-1,-50.0
483,user483@example.com,XX,55,291.36
484,user484@example.com,AT,-1,-50.0
485,user485@example.com,DE,999,-50.0
486,user486@example.com,DE,999,-50.0
487,user487@example.com,AT,44,-50.0
488,user488@example.com,XX,-1,-50.0
489,user489@example.com,AT,-1,870.25
490,user490@example.com,CH,-1,741.07
491,user491@example.com,CH,999,-50.0
492,user492@example.com,DE,-1,-50.0
493,user493@example.com,DE,999,-50.0
494,user494@example.com,AT,999,-50.0
495,user495@example.com,CH,-1,-50.0
496,user496@example.com,XX,-1,-50.0
497,user497@example.com,CH,-1,1404.87
498,user498@example.com,CH,65,-50.0
499,user499@example.com,DE,-1,-50.0
500,user500@example.com,CH,-1,185.2
501,user501@example.com,XX,27,-50.0
502,user502@example.com,XX,999,1281.84
503,user503@example.com,AT,999,887.06
504,user504@example.com,CH,-1,-50.0
505,user505@example.com,DE,999,-50.0
506,user506@example.com,XX,999,1282.83
507,user507@example.com,XX,-1,-50.0
508,invalid_mail,CH,-1,-50.0
509,user509@example.com,AT,71,989.27
510,user510@example.com,DE,999,729.11
511,user511@example.com,DE,-1,640.79
512,user512@example.com,XX,25,-50.0
513,user513@example.com,AT,23,-50.0
514,user514@example.com,CH,-1,-50.0
515,user515@example.com,XX,-1,-50.0
516,user516@example.com,CH,-1,883.8
517,user517@example.com,DE,999,-50.0
518,invalid_mail,AT,27,-50.0
519,user519@example.com,CH,19,127.83
520,user520@example.com,XX,-1,1917.17
521,user521@example.com,DE,999,735.64
522,user522@example.com,CH,54,22.82
522,user523@example.com,CH,-1,-50.0
524,user524@example.com,CH,999,452.47
525,user525@example.com,XX,-1,-50.0
526,user526@example.com,AT,999,821.51
527,user527@example.com,CH,999,-50.0
528,user528@example.com,XX,42,703.04
529,user529@example.com,XX,-1,-50.0
530,user530@example.com,CH,23,-50.0
531,user531@example.com,XX,-1,934.89
532,invalid_mail,XX,-1,781.5
533,user533@example.com,CH,-1,-50.0
534,user534@example.com,DE,-1,-50.0
535,user535@example.com,CH,36,-50.0
536,user536@example.com,XX,-1,-50.0
537,user537@example.com,DE,999,1511.09
538,user538@example.com,CH,77,-50.0
539,user539@example.com,DE,63,535.29
540,user540@example.com,AT,-1,952.58
541,user541@example.com,XX,-1,-50.0
542,user542@example.com,DE,66,-50.0
543,user543@example.com,DE,999,887.7
544,user544@example.com,XX,999,1838.29
545,user545@example.com,CH,63,-50.0
546,user546@example.com,XX,65,576.79
547,user547@example.com,XX,-1,-50.0
548,user548@example.com,AT,44,652.7
549,user549@example.com,AT,999,-50.0
550,user550@example.com,DE,-1,1330.26
551,user551@example.com,DE,32,-50.0
552,user552@example.com,XX,72,-50.0
553,user553@example.com,XX,-1,-50.0
554,user554@example.com,AT,999,-50.0
555,user555@example.com,DE,67,1301.62
556,user556@example.com,DE,65,-50.0
557,user557@example.com,CH,-1,-50.0
558,user558@example.com,XX,35,-50.0
559,user559@example.com,AT,999,369.12
560,user560@example.com,XX,999,-50.0
561,user561@example.com,XX,999,844.06
562,user562@example.com,DE,25,-50.0
563,user563@example.com,XX,69,-50.0
564,user564@example.com,CH,66,-50.0
565,user565@example.com,XX,999,-50.0
566,user566@example.com,CH,-1,-50.0
567,user567@example.com,CH,68,-50.0
568,user568@example.com,AT,999,1133.03
569,user569@example.com,XX,20,897.53
570,user570@example.com,DE,-1,-50.0
571,user571@example.com,DE,-1,-50.0
572,user572@example.com,CH,-1,-50.0
573,user573@example.com,CH,-1,1883.61
574,user574@example.com,XX,999,-50.0
575,user575@example.com,DE,999,-50.0
576,user576@example.com,DE,68,909.08
577,user577@example.com,DE,999,681.85
578,invalid_mail,CH,999,-50.0
579,user579@example.com,AT,-1,1819.27
580,user580@example.com,XX,999,939.0
581,user581@example.com,AT,999,21.65
582,user582@example.com,AT,999,-50.0
583,user583@example.com,DE,75,512.43
584,user584@example.com,DE,999,1020.65
585,user585@example.com,DE,36,69.28
586,user586@example.com,AT,999,1646.87
587,user587@example.com,XX,61,1603.81
588,user588@example.com,DE,-1,853.29
589,user589@example.com,CH,52,-50.0
590,user590@example.com,CH,-1,1589.34
591,invalid_mail,CH,-1,780.41
592,user592@example.com,AT,56,1195.18
593,user593@example.com,AT,-1,-50.0
594,user594@example.com,AT,28,-50.0
595,user595@example.com,CH,-1,-50.0
596,user596@example.com,DE,999,1823.03
597,user597@example.com,XX,76,-50.0
598,user598@example.com,CH,-1,-50.0
599,user599@example.com,DE,999,-50.0
600,user600@example.com,XX,32,1070.36
601,user601@example.com,CH,999,176.42
602,user602@example.com,CH,-1,1395.15
603,invalid_mail,AT,-1,588.6
604,user604@example.com,XX,-1,784.33
605,user605@example.com,DE,-1,-50.0
606,user606@example.com,CH,64,-50.0
607,user607@example.com,XX,999,858.55
608,user608@example.com,CH,66,1115.82
609,user609@example.com,DE,999,1873.13
610,user610@example.com,DE,44,-50.0
611,invalid_mail,CH,80,828.05
612,user612@example.com,CH,-1,726.99
613,user613@example.com,DE,999,-50.0
614,user614@example.com,DE,999,-50.0
615,user615@example.com,CH,42,579.04
616,user616@example.com,DE,999,1127.52
617,user617@example.com,XX,53,-50.0
618,user618@example.com,AT,999,-50.0
619,user619@example.com,XX,39,-50.0
620,user620@example.com,DE,29,-50.0
621,user621@example.com,XX,-1,-50.0
622,user622@example.com,XX,-1,-50.0
623,user623@example.com,CH,21,-50.0
624,user624@example.com,CH,999,162.85
625,user625@example.com,DE,-1,-50.0
626,user626@example.com,CH,999,-50.0
627,user627@example.com,AT,999,1866.31
628,user628@example.com,AT,-1,949.37
629,user629@example.com,DE,59,1565.25
630,user630@example.com,DE,25,1204.8
631,invalid_mail,DE,-1,1702.49
632,user632@example.com,XX,999,-50.0
633,user633@example.com,AT,-1,-50.0
634,user634@example.com,AT,-1,-50.0
635,user635@example.com,CH,-1,1738.99
636,user636@example.com,DE,-1,-50.0
637,user637@example.com,DE,-1,401.0
638,user638@example.com,CH,999,-50.0
639,user639@example.com,XX,999,-50.0
640,user640@example.com,DE,51,-50.0
641,user641@example.com,CH,999,1503.92
642,user642@example.com,XX,71,1593.26
643,user643@example.com,AT,-1,-50.0
644,user644@example.com,AT,-1,-50.0
645,user645@example.com,CH,999,316.24
646,user646@example.com,DE,999,-50.0
647,user647@example.com,DE,38,-50.0
648,user648@example.com,XX,-1,407.09
649,user649@example.com,XX,-1,-50.0
650,user650@example.com,DE,63,1282.86
651,user651@example.com,CH,-1,-50.0
652,invalid_mail,XX,63,-50.0
653,user653@example.com,AT,999,-50.0
654,user654@example.com,XX,999,-50.0
655,user655@example.com,DE,-1,-50.0
656,user656@example.com,AT,60,-50.0
657,user657@example.com,DE,999,1821.44
658,user658@example.com,DE,-1,-50.0
659,invalid_mail,AT,-1,1111.88
660,user660@example.com,CH,49,736.03
661,user661@example.com,DE,999,1961.84
662,invalid_mail,AT,58,1208.28
663,user663@example.com,XX,-1,-50.0
664,user664@example.com,CH,-1,-50.0
665,user665@example.com,DE,999,-50.0
666,user666@example.com,DE,-1,820.57
667,user667@example.com,AT,20,895.64
668,user668@example.com,AT,28,-50.0
669,user669@example.com,AT,999,-50.0
669,user670@example.com,DE,999,-50.0
671,user671@example.com,AT,999,1594.06
672,user672@example.com,CH,999,464.43
673,user673@example.com,DE,-1,-50.0
674,user674@example.com,XX,999,1528.43
675,user675@example.com,CH,24,1484.02
676,user676@example.com,CH,-1,1940.25
677,user677@example.com,XX,999,1698.87
678,user678@example.com,AT,-1,-50.0
679,user679@example.com,CH,999,1659.49
680,user680@example.com,CH,65,-50.0
681,user681@example.com,CH,999,553.2
682,user682@example.com,XX,35,1280.49
683,user683@example.com,AT,43,1466.45
684,user684@example.com,AT,999,-50.0
685,invalid_mail,XX,999,-50.0
686,user686@example.com,AT,999,600.38
687,user687@example.com,DE,20,563.69
688,user688@example.com,CH,-1,1011.69
689,user689@example.com,CH,-1,-50.0
690,user690@example.com,DE,999,-50.0
691,user691@example.com,DE,-1,1893.85
692,user692@example.com,CH,-1,-50.0
693,user693@example.com,DE,-1,807.91
694,user694@example.com,CH,68,-50.0
695,user695@example.com,XX,39,-50.0
696,user696@example.com,CH,46,-50.0
697,user697@example.com,AT,-1,-50.0
698,user698@example.com,AT,-1,332.13
699,user699@example.com,XX,999,1340.28
700,user700@example.com,XX,54,-50.0
701,user701@example.com,DE,26,-50.0
702,user702@example.com,AT,-1,-50.0
703,user703@example.com,AT,999,1679.21
704,user704@example.com,CH,51,-50.0
705,user705@example.com,XX,19,-50.0
706,user706@example.com,XX,-1,-50.0
707,user707@example.com,DE,999,-50.0
708,user708@example.com,DE,999,-50.0
709,user709@example.com,DE,-1,1971.77
710,user710@example.com,AT,999,-50.0
711,user711@example.com,AT,999,1722.3
712,user712@example.com,XX,37,-50.0
713,user713@example.com,AT,57,-50.0
714,user714@example.com,AT,999,-50.0
715,user715@example.com,DE,36,-50.0
716,user716@example.com,XX,-1,-50.0
717,user717@example.com,XX,-1,-50.0
718,user718@example.com,DE,999,-50.0
719,user719@example.com,CH,999,971.34
720,user720@example.com,XX,999,-50.0
721,user721@example.com,XX,-1,872.64
722,user722@example.com,DE,69,81.72
723,invalid_mail,CH,999,-50.0
724,user724@example.com,CH,999,-50.0
725,user725@example.com,AT,40,-50.0
726,user726@example.com,CH,999,650.15
727,user727@example.com,AT,999,707.65
728,user728@example.com,DE,999,1839.39
729,user729@example.com,CH,999,-50.0
